sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
233,231,233,"R.C.Primary School, Mukkalampadu. , North Terraced Building, Eastern Portion.","1.Kakottuthalai ( R.V ), Kakottuthalai ( P ) Block 9,
Pallichenvilai, Checkaravilai , 2.Kakottuthalai ( R.V ), Kakottuthalai ( P ) Block 8, Kakottuthalai , 3.Kakottuthalai ( R.V ) , Kakottuthalai ( P ) Block  7,  Parakavilai , 99.OVERSEAS ELECTORS",All Voters
234,231,234,"R.C.Primary School, Mukkalampadu , North Terraced Building Eastern Portion Room No.2","1.Kakottuthalai (R.V), Kakottuthalai (P) Block 6,  Mavilai South ,                      2.  Kakottuthalai (R.V), Kakottuthalai
(P) Block 5, Mavilai North,                           3. Kakottuthalai (R.V), Kakottuthalai (P) Block 3,  Attuvarambu ,
4. Kakottuthalai (R.V),  Kakottuthalai (P) Block 4, Kadatti,                                       5. Kakottuthalai (R.V), Kakottuthalai (P) Block 5,  Mavilai East,
6. Kakottuthalai (R.V), Kakottuthalai (P) Block 6,  Mavilai North,                            7. Kakottuthalai (R.V), Kakottuthalai
(P) Block 8,  Kakottuthalai,                              8.
Kakottuthalai (R.V), Kakottuthalai (P) Block 9, Checkaravilai, 99.OVERSEAS ELECTORS",All Voters
235,231,235,"R.C.Primary School,
Mukkalampadu. , . Northern Terraced Building, Middle Portion.","1.Kakottuthalai ( R.V ), Kakottuthalai ( P ) Block 1, Gnarode
, 99.OVERSEAS ELECTORS",All Voters
236,231,236,"R.C.Primary School,
Mukkalampadu., Eastern Side Tiled Building, South Portion.","1.Kakottuthalai R.V ), Kakottuthalai ( P ) Block 2 ,
Theckenthiruvilai, Pallichenvilai , 99.OVERSEAS ELECTORS",All Voters
237,231,237,"Govt. Middle School, Melkarai, , Tiled Main Building, Southern Portion","1.Kakottuthalai ( R.V ), Thingal Nagar ( T.P ) Ward 6, Block
7,  kanchiravilai , 2.Kakottuthalai ( R.V ), Thingal Nagar ( T.P ) Ward 7, Block 5,  Pannikode , 3.Kakottuthalai ( R.V ), Thingal Nagar ( T.P ) Ward 7, Blcok 6,  Nandhenkode , 99.OVERSEAS ELECTORS",All Voters
238,231,238,"Govt. Middle School, Melkarai, , Main Building, Northern  Portion","1. Kakottuthalai( R.V ), Thingal Nagar ( T.P ) Ward  6, Block 17, Melkarai , 99.OVERSEAS ELECTORS",All Voters
239,231,239,"Govt. Middle School, Melkarai, , South tilled  Building, Western Portion","1. Kakottuthalai( R.V ), Thingal Nagar ( T.P ) Ward 8, Block
16,17,  Patarivilai North , 2.Kakottuthalai ( R.V ) Thingal Nagar ( T.P ) Ward 8, Block 8, Patarivilai South , 99.OVERSEAS ELECTORS",All Voters
240,231,240,"Govt. Middle School, Thalakulam  ,, East Terraced Building","1.Thalakulam (R.V), Thalakulam (P) Block 2, Pallavilai.
2.Thalakulam (R.V), Thalakulam (P) Block 2, Pallavilai. 3.Thalakulam (R.V), Thalakulam (P) Block 2, Pallavilai. 99.OVERSEAS ELECTORS",All Voters
241,231,241,"Govt. High School, Thalakulam , Terraced East West Building Western Portion ,","1.Thalakulam (R.V), Thalakulam (P) Block 3, Thumba Vilai
2.Thalakulam (R.V), Thalakulam (P) Block 7, R.C.Street. 3.Thalakulam (R.V), Thalakulam (P) Block 7, R.C. Street. 4.Thalakulam (R.V), Thalakulam  (P) Block 1, Thumbavilai. 5.Thalakulam (R.V), Thalakulam (P) Block 7, R.C. Street. 6.Thalakulam (R.V), Thalakulam (P) Block 8, Thumbavilai East.  99.OVERSEAS ELECTORS",All Voters
242,231,242,"Govt. High School, Thalakulam, Middle Terraced Building","1.Thalakulam ( R.V), Thalakulam (P) Block 3, Kulalar
Street,  2.Thalakulam (R.V), Thalakulam (P) Block 4,Keezhavilai, 3.Thalakulam (R.V), Thalakulam (P) Block 4, Keezhavilai. 4.Thalakulam (R.V), Thalakulam (P) Block 1, Kulalar Street, 99.OVERSEAS ELECTORS",All Voters
243,231,243,"Govt. High School, Thalakulam
,, West Terraced Building","1.Thalakulam (R.V), Thalakulam (P) Block 3, 4, 5,
Vallivaram, 2.Thalakulam (R.V), Thalakulam (P) Block 6, Puthuvilai,  3.Thalakulam (R.V), Thalakulam (P) Block 5, Vallivaram  4.Thalakulam (R.V), Thalakulam (P) Block 6, Puthuvilai. 5.Thalakulam (RV), Thalakulam (P) Block 5, Vallivaram,  99.OVERSEAS ELECTORS",All Voters
244,231,244,"St. Francies Xaviour Primary
School, Mankuzhi, ,  New Terraced Building, Northern Portion","1.Thingal Nagar ( R.V ), Thingal Nagar ( T.P ) Block 12 , Puthu vilai , 2.Thingal Nagar ( R.V ), Thingal Nagar ( T.P ) Block 18, 20 Mankuzhi , 3. 99.OVERSEAS ELECTORS",All Voters
245,231,245,"St. Francies Xaviour Primary
School, Mankuzhi. , . New Terraced Building, Middle Portion.","1.Thingal Nagar( R.V ), Thingal Nagar ( T.P ) Block 20, Vari Vilai ,99.OVERSEAS ELECTORS",All Voters
246,231,246,"Govt. Middle  School,
Chettiyarmadam. , . South Tiled Building, Eastern Portion","1.Thingal Nagar ( R.V ), Thingal Nagar ( T.P ) Block 19,
Chettiyarmadam , 2.Thalakulam  ( R.V ),Thingal Nagar ( T.P
) Block19,  Peruncode ,99.OVERSEAS ELECTORS",All Voters
247,231,247,"Govt. Middle  School, Chettiyarmadam ,, ,North Terraced  Building, Western Portion.","1. Thingal Nagar ( R.V ),Thingal Nagar ( T.P ) Block 14,
R.C.Street , 2.Thingal Nagar ( R.V ), Thingal Nagar ( T.P ) Block 14, Poosasthanvilai , 3.  Thingal Nagar( R.V ), Thingal Nagar (  T. P ) Block 14,  Thanivilai , 4.Thingal Nagar ( R.V
), Thingal nagar ( T. P ) Block 14, Melamankuzhi
,99.OVERSEAS ELECTORS",All Voters
248,231,248,"Govt. Middle  School,
Chettiyarmadam. , North Terraced  Building, Western Portion","1.Thingal Nagar  ( R.V ), Thingal Nagar (  T.P ) Block
14,13,  Nadutheri ,  6.Thingal Nagar ( R.V ), Thingal Nagar ( T.P ) Block 13,  Mangkuzhi Attenkarai , 99.OVERSEAS ELECTORS",All Voters
249,231,249,"Govt. Higher Secondary School,
Eraniel , Century Building Room No.5","1.Thalakulam (R.V), Thingal Nagar (T.P) Block10,
Paraiyenvilai, Kuzhiyoor, Arockiyapuram, (Sl. No 1 to 1014), 99.OVERSEAS ELECTORS",All Voters
250,231,250,"Govt. Higher Secondary School, Eraniel , Century Building Room No.4","1.Thalakulam  (R.V), Thingal Nagar (T.P) Block 3,
Pottalkuzhi,  Sadaivilai, Puthuvilai, Sadayapper, Puthu Theru, 2.Thalakulam (R.V), Thingal Nagar (T.P) Block 3, PottalKuzhi, Sadaivilai, Puthuvilai,  Sadayapper, Puthu Theru. 3.Thalakulam (R.V), Thingal Nagar (T.P) Block10, Paraiyenvilai, Kuzhiyoor, Arockiyapuram, (Sl. No 1015 to 1207) 99.OVERSEAS ELECTORS",All Voters
251,231,251,"Govt. Higher Secondary School, Eraniel,  Century Building Room No.3","1. Thalakulam (R.V), Thingal Nagar (T.P) Block 2, Thingal
Nagar, 2.Thalakulam (R.V), Thingal Nagar (T.P) Block 4, Kanchiravilai, Sakiyankode, Pattenvilai, 3.Thalakulam (R.V), Thingal Nagar (T.P) Block 7,  Patten Vilai, 99.OVERSEAS ELECTORS",All Voters
252,231,252,"Govt. Higher Secondary School,   Eraniel,   Century Building Room No.1","1.Thalakulam (R.V), Thingal Nagar (T.P) Ward 1, Block 1. Poochathanvilai,  2.Thalakulam (R.V), Thingal Nagar (T.P) Block 9, Thingalnagar, Theater Theru,  Parayanvilai,
99.OVERSEAS ELECTORS",All Voters
253,231,253,"Govt.Higher Secondary School, Eraniel , Century Building Room No.2","1.Thalakulam (R.V), Thingal Nagar (T.P) Ward 10, Block
11,  East Arockiyapuram, 2.Thalakulam (R.V). Thingal Nagar (  T.P ) Ward 10, Block 11,  Arockiyapuram , 99.OVERSEAS ELECTORS",All Voters
254,231,254,"Sub-Registrar Office, Eraniel. , Middle Portion","1.Eraniel ( R.v ), Eraniel ( T.P  ) Block 13, Ward 14,
Amathanpottai , 2.Eraniel ( R.V ), Eraniel ( T.P ) Block 14, Ward 14,   Melamaniankuzhi , 3.Eraniel ( R.V ) , Eraniel ( T.P ) Block 16,  Ward 15,  Thinkal Nagar. , 4.Eraniel ( R.V ), Eraniel ( T.P ) Block 17, Ward 15,   Thinkal Nagar West. ,
5.Eraniel ( R.V ), Eraniel ( T.P ) Block18,  Ward 15, Rathakrushnapuram. , 6.Eraniel ( R.V ) , Eraniel ( T.P ) Block 19, Ward 14,  Kanankulam , 7.Eraniel ( R.V ), Eraniel ( T.P ) Block 20, Ward 14, Vigneshwar Street ,
99.OVERSEAS ELECTORS",All Voters
255,231,255,"Hucker Memorial Higher Secondary School, Neyyoor. , Main Building, Western Portion","1.Eraniel ( r.v ), aathivilai ( p ) Block 10, Aathivilai , 99.OVERSEAS ELECTORS",All Voters
256,231,256,"Hucker Memorial Higher Secondary School, Neyyoor ,,
,Northern South Terraced Building, North Portion","1. Eraniel (R.V), Aathivilai (P) Block 13,Minachintheru 2.
Eraniel (R.V), Aathivilai (P) Block 13, Neyyoor Sourth street, 3.Eraniel (R.V), Aathivilai (P) Block 15,16, Xavier Street, 4.Eraniel (R.V), Aathivilai (P) Ward 16, Block 16, Anna Street, 5.Eraniel (R.V), Aathivilai (P) Block 16, Subramaniyan Puthutheru, 6.Eraniel (R.V), Aathivilai (P) Ward 4, Block 12,  Aathivilai, 7.Eraniel (R.V), Aathivilai (P) Ward 4, Block 12,  Minchin Street, 3.Eraniel (R.V), Aathivillai  (P) Ward 4, Block 12,  Neharu Street, 4.Eraniel (R.V), Aathivilai (P) Ward 4, Block 12, Thanjamparambu.99.OVERSEAS ELECTORS",All Voters
257,231,257,"Hucker Memorial Higher Secondary School, Neyyoor., . Main Building, Middle Portion","1.Eraniel ( R.V ) , Aathivilai ( P ) Ward 4,5, Block 11,
Alancode , 2.Eraniel ( R.V ), Aathivilai ( P ) Ward 4,5, Block 11,  Neyyoor North Street , 3.Eraniel ( R.V ), Aathivilai ( P ) Ward 4,5, Block  14,  Neyyoor South Street , 4.Eraniel ( R.V
) , Aathivilai ( P ) Ward 4,5, Block 14,  Hacker Street ,
5.Eraniel ( R.V ) , Aathivilai ( P ) Ward 4,5, Block 14,   Anna Street , 99.OVERSEAS ELECTORS",All Voters
258,231,258,"Hucker Memorial Higher Secondary School, Neyyoor, Main Building, Eastern Portion","1.Eraniel ( R.V ) , Aathivilai( P ) Ward 3, Block 7,
Aaluvettai , 2.Eraniel ( R.v ), aathivilai ( p ) Ward 3, block 8,9,  alancode , 3.Eraniel ( R.V ), Aathivilai ( P ) Ward 3, Block 9,  Parambai , 99.OVERSEAS ELECTORS",All Voters
259,231,259,"Govt. Middle School, Alencode,,
South Terraced Building, Western  Portion","1.Aathivilai( R.V ) , Aathivilai ( P ) Ward1,  Block 1, Vattam
, 2.Eraniel ( R.V ) , Aathivilai ( P ) Ward 1, Block 2, Nelliarkonam , 99.OVERSEAS ELECTORS",All Voters
260,231,260,"Govt. Middle School, Alencode,
,  North Terraced 1st Building, Eastern  Portion","1.Aathivilai (R.V) , Aathivilai (P) Ward1,  Block 1, Vattam, 99.OVERSEAS ELECTORS",All Voters
261,231,261,"Govt. Middle School, Alencode,, Main Building, Eastern  Portion","1. Aathivilai ( R.V ) , Aathivilai ( P ) Ward 2,3, Block 3,
Pllithattuvilai , 2.Aathivilai ( R.V ), Aathivilai ( P ) Ward 2,3, Block 4,  Nelliarkonam , 99.OVERSEAS ELECTORS",All Voters
262,231,262,"Govt. Middle School, Alencode,,
Main Building, Eastern Central Portion","1.Aathivilai ( R.V ), Aathivilai ( P ) Ward 2,3, Block 5,
Alancode , 2.Aathivilai( R.V ), Aathivilai ( P ) Ward 2,3, Block 6,  Aluvattai , 99.OVERSEAS ELECTORS",All Voters
263,231,263,"Government Higher Secondary School, Kannattuvilai ,  South Terraced Block East Block, East Portion","1. Aathivilai (R.V), Eraniel (T.P) Block 1, Kakcode, 2.Aathivilai (R.V), Eraniel (T.P) Block 2, Kannattu Vilai, 99.OVERSEAS ELECTORS",All Voters
264,231,264,"Government Higher Secondary School, Kannattuvilai  ,   ,West Block East Portion","1. Aathivilai (R.V), Eraniel (T.P) Block 6, Eranielkonam, 2.Aathivilai (R.V), Eraniel (T.P) Block 9, Keyzhamaniyankuzhi,  99.OVERSEAS ELECTORS",All Voters
265,231,265,"Government Higher Secondary School, Kannattuvilai, West Terraced Building North Portion","1.Aathivilai (R.V), Eraniel (T.P) Block 3, Nelliyarkonam. 2.Aathivilai (R.V), Eraniel (P) Block 5, Alvarcovil 99.OVERSEAS ELECTORS",All Voters
266,231,266,"Govt. Higher Secondary School,
Kannattuvilai. , South West Building, South Portion","1.Aathivilai ( R.V ) , Eraniel ( T.P ) Block 4 ,  Allvarcoil. ,
2.Aathivilai ( R.V ) , Eraniel ( T.P ) Block 7 ,  Mela Eranielkonam. , 99.OVERSEAS ELECTORS",All Voters
267,231,267,"Govt. Middle School, Eraniel. , New Terraced Building, Eastern Portion","1.Eraniel ( R.V ) , Eraniel (T.P ) Ward 6 , Block 8 ,
Eranielkonam, , 2.Eraniel ( R.V ) , Eraniel ( T.P) Ward 7, 10, Block 11, Eraniel Kottai. , 3.Eraniel ( R.V ) , Eraniel ( T.P ) Ward,12,  Block, 23, Oalakkadai Street. , 99.OVERSEAS ELECTORS",All Voters
268,231,268,"Govt. Middle School, Eraniel., New Terraced Building, Eastern Portion","1.Eraniel ( R.V ), Eraniel ( T.P ) Ward 13, Block 23,
Melatheru. , 2.Eraniel ( R.V ) , Eraniel ( T.P ) Ward 13, Block 12,22 , Asaritheru. , 3.Eraniel ( R.V ), Eraniel ( T.P ) Ward 14, Block 21, R.C. Street. , 99.OVERSEAS ELECTORS",All Voters
269,231,269,"Govt. Girls High School, Eraniel Fort. ,  Southern Building, Eastern Portion","1.Eraniel ( R.V ), Eraniel ( T.P ) Ward 7, Block 10,  Eraniel
Kottai. , 2.Eraniel ( R.V ), Eraniel (T.P ) Ward 9, Block 27, Chekkalar Street East. , 3.Ersnirl ( R, V ) , Eraniel ( T.P ) Ward 8, Block 29,  Chekkalatheru West. 99.OVERSEAS ELECTORS ,",All Voters
270,231,270,"Govt. Girls High School, Eraniel Fort.  ,    Southern  Building, Western  Portion","1.Eraniel ( R.V ), Eraniel ( T.P ) Ward 10, 11, Block 24,
Oalakkadai Street , 2.Eraniel  ( R.V ), Eraniel ( T.P ) Ward 10,11,  Block 25, Kezhakkadai Street , 3.Eraniel ( R.V ), Eraniel ( T.P ) Ward 10,11,  Block 26,  Sannathitheru. ,
4.Eraniel ( R.V ), Eraniel ( T.P ) Ward 10,11, Block 28,
Poomugatheru. , 99.OVERSEAS ELECTORS",All Voters
271,231,271,"St. Thersa Middle School, Kandanvilai at Pandaravilai. , North Terraced Building, Eastern Portion","1.Nullivilai A ( R. V ) , Nullivilai ( P ) Block 11,12,
Parambukkarai, Pandaparavilai , 2.Nullivilai A ( R.V ) , Nullivilai ( P ) Block 17,18 Aaluvilai , Paruthivilai , 3.Nullivilai A ( R. V ) , Nullivilai ( P ) Block 19 Kandanvilai
, 99.OVERSEAS ELECTORS",All Voters
272,231,272,"St. Thersa Middle School,
Kandanvilai at Pandaravilai. , New Building, Eastern Portion","1.Nullivilai A( R.V ) , Nullivilai ( P ) Block 9,10, kandanvilai. , 99.OVERSEAS ELECTORS",All Voters
273,231,273,"St. Terasa Middle
School, Kandanvilai at Panadaravilai., . New Building, Western Portion","1.Nullivilai A ( R.V ) , Nullivilai ( P ) Block 11, Pandaravilai , 99.OVERSEAS ELECTORS",All Voters
274,231,274,"Government Primary School, Chadayamangalam at Manakarai,  Concrete Building, Central Portion","1. Nullivilai A( R.V ) , Nullivilai ( P ) Block1,
Melamanakkarai , 2.Nullivilai A ( R.V ) , Nullivilai ( P ) Block 2, Kezka Manakkarai , 3.Nullivilai A ( R.V  , Nullivilai ( P ) Block 1,2 Manakarai , 99.OVERSEAS ELECTORS",All Voters
275,231,275,"Govt. Higher Secondary School, Kandanvilai ,  ,East  Building, Southern Portion","1. Nullivilai A (R.V), Nullivilai (P) Block 1, Manakkarai,
2.Nullivilai A (R.V), Nullivilai (P) Block 10, Pulayanvilai, 3.Nullivilai A (R.V), Nullivilai (P) Block 15, Madavilagam, 4.Nullivilai A (R.V), Nullivilai (P) Block 16, Melparoor.
5.Nullivilai A  (R.V), Nullivilai (P) Block 15, Nullivilai,
Madavilagam.  99.OVERSEAS ELECTORS",All Voters
276,231,276,"Govt. Higher Secondary School, Kandanvilai  ,   ,East Building, Northern  Portion","1. Nullivilai A (R.V), Nullivilai (P) Block 14, Nullivilai, Kandanvilai East,  2.Nullivilai A (R.V), Nullivilai (P) Block 15, Kandanvilai West, 3.Nullivilai A (R.V), Nullivilai (P) Block 13, Kandanvilai, 4.Nullivilai A (R.V),  Nullivilai (P) Block 20, Kandanvilai, 5.Nullivilai A (R.V)  Nullivilai (P) Block 8, Kandanvilai South, 99.OVERSEAS ELECTORS",All Voters
277,231,277,"Govt. High School, Peyankuzhi,, South Building, Middle Portion,","1. Nullivilai B( R.V ) , Nullivilai ( P ) Block 6, Kuthiraipanthivilai ,99.OVERSEAS ELECTORS",All Voters
278,231,278,"Govt. High School, Peyankuzhi, South Building, Western Portion,","1.Nullivilai B( R.V ) , Nullivilai ( P ) Block 7, North
Payankuzhi , 2.Nullivilai B( R. V  )  Nullivilai ( P ) Block 22, Payankuzhi , 99.OVERSEAS ELECTORS",All Voters
279,231,279,"Govt. High School, Peyankuzhi, , East Building, Northern  Portion","1. Nullivilai B( R.V ) , Nullivilai  ( P ) Ward  5, Block 25, Nullivilai. , 99.OVERSEAS ELECTORS",All Voters
280,231,280,"Govt. High School, Peyankuzhi,,
, East Building, Central  Portion","1.Nullivilai B ( R.V ) , Nullivilai  ( P ) Ward 5, Chekkadaivilai,  Manakkavilai. , 99.OVERSEAS ELECTORS",All Voters
281,231,281,"Govt. High School, Peyankuzhi,, East  New Building, Middle
Portion","1. Nullivilai B( R.V ) , Nullivilai  ( P ) Ward 3, Block 23, Payankuzhi,  Kusavankuzhi. , 99.OVERSEAS ELECTORS",All Voters
282,231,282,"Govt. High School, Peyankuzhi, ,
Western Building, Southern Portion","1. Nullivilai B( R.V ) , Nullivilai ( P ) Ward1, Block 3,
Manakkarai. , 2.Nullivilai B ( R.V ) , Nullivilai ( P ) Ward 2, Block 8,  Poolancode.  99.OVERSEAS ELECTORS",All Voters
283,231,283,"St. Viyakula Annai Primary School, Konnakuzhivilai, , Main Building,  Northern Portion","1. Nullivilai B( R.V ) , Nullivilai ( P ) Block 7,  Nullivilai. 99.OVERSEAS ELECTORS",All Voters
284,231,284,"St. Viyakula Annai Primary School, Konnakuzhivilai, , Main Building,  Southern Portion","1.Nullivilai B( R.V ) , Nullivilai  ( P ) Block 26, Konnakkuzhivilai ,99.OVERSEAS ELECTORS",All Voters
285,231,285,"St. Lawrence Higher Secondary School, Madathattuvilai , North South  Terraced Building, Northern  Portion, Room No 6.","1.Villukuri A (R.V), Villukuri (T.P) Block 2, Madathattuvilai, Convent Street, Villukuri.  2.Villukuri A (R.V), Villukuri (T.P) Block 4, Pandarakkadu, Thenttal Street, St.Antony,  99.OVERSEAS ELECTORS",All Voters
286,231,286,"St. Lawrence Higher Secondary School, Madathattuvilai , North South Terraced Main Building, Middle   Portion, Room No 4","1.Villukuri A (R.V), Villukuri (T.P) Block 4, Ward 4,
Ganapathiyankadu, Pandarakadu, 2.Villukuri A (R.V), Villukuri (T.P) Block 7,  Ward 4,  Kuzhumaikkadu. 3.Villukuri A (R.V), Villukkuri (T.P) Block 7, Ward 6, Karavilai, Punnakattuvilai, Vellachivilai, 4.Villukuri A (R.V)
, Villukkuri (T.P) Block 7,  Ganapathiyankadu.
99.OVERSEAS ELECTORS",All Voters
287,231,287,"St. Alosious Primary School,
Madathattuvilai. , i. Main Terraced  Building, Western Portion","1Nullivilai B.( R.V ) .Nullivilai ( P ) Ward 2,  Block 4, Kuthiraipanthivilai. , 99.OVERSEAS ELECTORS",All Voters
288,231,288,"St. Alosious Primary School,
Madathattuvilai.  , .  Main Terraced  Building Backside facing, Northern Portion","1Nullivilai. B( R.V ) , Nullivilai ( P ) Ward 2,  B lock 24, North Nullivilai. 99.OVERSEAS ELECTORS",All Voters
289,231,289,"St. Alosious Primary School, Madathattuvilai.  , Main Building, Southern Portion","1.Villukuri A( R.V ) , Villukuri ( T.P ) Block 1, East Street,
Fathima Road, Kovil Street, Madathattuvilai 2.Villukuri A ( r.v ) , villukuri ( t.p ) Block 3, Kovil Street Rightside, Madathattuvilai , 99.OVERSEAS ELECTORS",All Voters
290,231,290,"St. Alosious Primary School,
Madathattuvilai. , North South Terraced Main Building, Northern  Portion","1.Villukuri A ( r.v ) , villukkuri ( t.p ) Ward 3, block 5, pandarakkadu. 99.OVERSEAS ELECTORS",All Voters
291,231,291,"L. M.Area Govt. Primary
School, Villulkuri  ,,  ,North South Tiled Main Building, Northern Portion","1.Villukuri A ((R.V), Villukuri (T.P) Ward 5,  Block 6, Vellachivilai.  99.OVERSEAS ELECTORS",All Voters
292,231,292,"L.M.Area Govt. Primary School, Villulkuri , North South Tiled Main  Building, Northern Portion","1. Villukuri A (R.V.), Villukuri (T.P.) Block 8, Karavilai. 2.Villukuri A (R.V.),  Villukuri (T.P.) Ward 7, Block 9, Vellachivilai South, 99.OVERSEAS ELECTORS",All Voters
293,231,293,"L.M.Area Govt. Primary School, Villulkuri,, Main Tiled building-facing South,  West middle
portion","1. Villukuri A (R.V.) , Villukkuri (T.P.) Block 11, Paraiyadi, Thinavilai. , 99.OVERSEAS ELECTORS",All Voters
294,231,294,"Govt. Primary School, Villukuri , Main Building,  Middle  Portion","1. Villukuri B (R.V), Villukuri (T.P) Block 10,  Melappallam
South. 2.Villukuri B (R.V), Villukuri (T.P) Ward 7, 8, 9, Block 10, Neduvilai. 99.OVERSEAS ELECTORS",All Voters
295,231,295,"Govt. Primary School, Villukuri ,
,Main Building, Eastern  Portion","1. Villukuri B (R.V), Villukuri (T.P) Ward 9, Block 13,
Paraiyadi. 2.Villukuri B (R.V), Villukuri  (T.P) Block 12, Melappallam North.   99.OVERSEAS ELECTORS",All Voters
296,231,296,"Govt. Primary School, Villukuri.
, Aspestos Roof  Building, Southern  Portion","1.Villukuri A( R.V ), Villukuri ( T.P ) Block 17, R.C. Street,
Villukuri , 2.Villukuri C ( R.V ), Villukuri ( T.P ) Block 17, Kuthiraipanthivilai. , 3.Villukuri C ( R.V ), Villukuri ( T.P ) Block 17, Block 17,  Nettavilai. , 4.Villukuri B ( R.V ), Villukkuri ( T.P ) Block 17,  Manakkavilai. , 5.Villukuri B ( R.V ) , Villukkuri ( T .P ) Block 17,  Karinchancodu.
99.OVERSEAS ELECTORS",All Voters
297,231,297,"Govt. Primary School,Villukuri  , Asbestos Roof  Building, Northern  Portion","1. Villukuri B (R.V), Villukuri TP  Block 18,
Edamaruvathoor. 2.Villukuri B (R.V), Villukkuri (T.P) Ward 12, 13,  Block 16, 17, Vanigar Street.  3.Villukuri A (R.V),
Villukkuri (T.P) Ward 12, Block 16, 17, Kanthariyammancoil Street. 4.Villukuri A (R.V), Villukuri (T.P) Ward 12, 13, Block 16, 17,  R.C. Street.
99.OVERSEAS ELECTORS",All Voters
298,231,298,"Govt. High School, Villukuri ,,
,Eastern West Terraced Building Eastern Portion Facing South","1. Villukuri A (R.V.) , Villukkuri (T.P.) Ward 10, 11,  Block 14,  Thiruvidaicode South. 99.OVERSEAS ELECTORS",All Voters
299,231,299,"Govt. High School, Villukuri, , South Terraced Building-facing
North, Western Portion","1. Villukuri A (R.V.), Villukkuri (T.P.) Ward 10,11, Block 15, Thiruvidaicode North, 99.OVERSEAS ELECTORS",All Voters
300,231,300,"Govt. Middle School Thotticode at Parasery , South Tiled Building, Northern  Portion","1. Villukuri C (R.V), Villukuri (T.P) Block 19, Paraseri,
2.Villukuri C (R.V), Villukuri (T.P) Block 23,  Thotticode. 3.Villukuri C (R.V), Villukuri (T.P) Block 21,  Punnavilai, 4.Villukuri C (R.V), Villukkuri (T.P) Block 23, Thotticode. 99.OVERSEAS ELECTORS",All Voters
301,231,301,"Govt. Govt. Middle School, Thotticode at Parasery ,  South Tiled  Building, Southern  Portion","1.Villukuri C (R.V), Villukuri (T.P) Block 20,  Mela
Karuppucode.  2.Villukuri C (R.V), Villukuri (T.P) Block 22, Kezha Karuppucode. 3.Villukuri C (R.V), Villukuri (T.P) Block 20,  Mellakaruppacode.  4.Villukuri C (R.V), Villukuri (T.P) Block 22,  Kezhakaruppacode. 99.OVERSEAS ELECTORS",All Voters
302,231,302,"Government Primary School, Aloor. , North South Building, North Portion, facing West Room 1","1.Aloor A ( R.V ), Nagercoil ( Corporation )Block 1,
Punnavilai,  Annanagar Colony. , 2.Aloor A ( R.V )
,Nagercoil ( Corporation )Block 2, Thuvaravilai,  Aloor North. , 3.Aloor  A (R.V ),Nagercoil ( Corporation )Block 3, Puthutheru.  Jinna Street. , 99.OVERSEAS ELECTORS",All Voters
303,231,303,"Government Higher Secondary School, Aloor. ,  North South Building, Middle Portion, facing West, Room 4","1.Aloor A ( R.V ) ,Nagercoil ( Corporation )Ward 2,  Block
4, R.C.Street , 2.Aloor A ( R.V ) ,Nagercoil ( Corporation ) Ward 3,  5  Aloor Kadai Theru,  North  Palli Theru , 3.Aloor A( R.V )Nagercoil ( Corporation )Ward 3, Block 6,  Aloor Gramam , 4.Aloor A (R.V ) ,Nagercoil ( Corporation ) Ward 4, Block 7,  Aloor Street,  South Palli  Theru , 99.OVERSEAS ELECTORS",All Voters
304,231,304,"Government Higher Secondary
School, Aloor. , North South Building, Middle Portion, facing West Room 6","1.Aloor A( R.V ) ,Nagercoil ( Corporation )Ward 4, block 8,
South Palli  Theru , Thaikka Theru , 2.AloorA ( R.V ) , Nagercoil ( Corporation ) Ward 15, Block 19, Pranthanasery, Iykiyapuram , 99.OVERSEAS ELECTORS",All Voters
305,231,305,"Lourthern Middle School, Saralvilai at Thoppuvilai, , , East West Building,  Western Portion","1.Aloor A ( R.V ) ,Nagercoil ( Corporation ) Ward 5, Block
9, Veerani , 2.Aloor A( R.V ) ,Nagercoil ( Corporation ) Ward 5, Block 10, Varthaganadarkudiiruppu , 99.OVERSEAS ELECTORS",All Voters
306,231,306,"Lourthern Middle School, Saralvilai at Thoppuvilai, , East west Building Eastern portion","1.Aloor A ( R.V ) ,Nagercoil ( Corporation ) Ward 6, Block 11, Thoppuvilai, Perumselvavilai , 99.OVERSEAS ELECTORS",All Voters
307,231,307,"St. Joseph Higher Secondary School, Asaripallam,,  East West Building,  Eastern Portion","1.Aloor B( R.V ) ,Nagercoil ( Corporation ) Block 12, Ward 7,8, Mela Peruvilai , 2.Aloor B ( R.V ) , Nagercoil                 ( Corporation ) Block 15, Melaperuvilai , 99.OVERSEAS
ELECTORS",All Voters
308,231,308,"St. Joseph Higher Secondary
School, Asaripallam, ,  East West Building, 2nd Room","1.Aloor B( R.V ), Nagercoil ( Corporation ) Block 12, Ward 7,8, Mela Asaripallam , 99.OVERSEAS ELECTORS",All Voters
309,231,309,"St. Joseph Higher Secondary School, Asaripallam, , , East West Building,  Western Portion","1.Aloor B( R.V ),Nagercoil ( Corporation ) Block 13, Melaperuvilai East , 99.OVERSEAS ELECTORS",All Voters
310,231,310,"St. Joseph Higher Secondary
School, Asaripallam, , , Eastern West Terraced Building, 3rd Room","1.Aloor B ( R.V ) , Nagercoil ( Corporation ) Block 14, Mela Peruvilai , 99.OVERSEAS ELECTORS",All Voters
